Acquired,Department,Created
51.121.43,American Decorative Arts,1898
33.120.127,American Decorative Arts,1730
1980.452,American Decorative Arts,1882
1970.235.1,American Decorative Arts,1897
66.10.12,American Decorative Arts,1810
1984.288.2,American Decorative Arts,1899
10.149.108,American Decorative Arts,1785
10.149.109,American Decorative Arts,1785
10.149.110,American Decorative Arts,1785
10.149.111,American Decorative Arts,1785
10.149.112,American Decorative Arts,1785
10.149.113,American Decorative Arts,1785
10.149.114,American Decorative Arts,1785
10.149.115,American Decorative Arts,1785
10.149.116,American Decorative Arts,1785
10.149.117,American Decorative Arts,1785
10.149.118,American Decorative Arts,1785
10.149.119,American Decorative Arts,1785
10.149.120,American Decorative Arts,1785
10.149.121,American Decorative Arts,1785
10.149.122,American Decorative Arts,1785
10.149.123,American Decorative Arts,1785
10.149.124,American Decorative Arts,1785
10.149.125,American Decorative Arts,1750
10.149.126,American Decorative Arts,1785
10.149.127,American Decorative Arts,1785
10.149.128,American Decorative Arts,1785
10.149.129,American Decorative Arts,1785
10.149.130,American Decorative Arts,1785
10.149.131,American Decorative Arts,1785
10.149.132,American Decorative Arts,1785
10.149.133,American Decorative Arts,1785
10.149.134,American Decorative Arts,1785
10.149.135,American Decorative Arts,1785
10.149.136,American Decorative Arts,1785
10.149.137,American Decorative Arts,1785
10.149.138,American Decorative Arts,1785
10.149.139,American Decorative Arts,1785
10.149.140,American Decorative Arts,1785
10.149.141,American Decorative Arts,1785
10.149.142,American Decorative Arts,1785
10.149.143,American Decorative Arts,1785
60.111.23,American Decorative Arts,1700
60.111.57,American Decorative Arts,1860
69.194.175,American Decorative Arts,1885
41.154,American Decorative Arts,1777
10.149.236,American Decorative Arts,1785
10.149.237,American Decorative Arts,1785
14.120.19,American Decorative Arts,1775
14.120.20,American Decorative Arts,1775
46.140.5,American Decorative Arts,1850
46.140.6,American Decorative Arts,1850
46.140.646,American Decorative Arts,1880
46.140.647,American Decorative Arts,1880
46.140.648,American Decorative Arts,1880
46.140.649,American Decorative Arts,1880
"1972.81a, b",American Decorative Arts,1905
51.121.36,American Decorative Arts,1898
51.121.40,American Decorative Arts,1898
17.108.17,American Decorative Arts,1842
83.2.86,American Decorative Arts,1770
83.2.87,American Decorative Arts,1800
83.2.223,American Decorative Arts,1770
83.2.227,American Decorative Arts,1760
83.2.228,American Decorative Arts,1770
83.2.229,American Decorative Arts,1760
83.2.231,American Decorative Arts,1760
83.2.302,American Decorative Arts,1800
83.2.326b,American Decorative Arts,1770
83.2.329,American Decorative Arts,1800
83.2.334,American Decorative Arts,1775
83.2.342,American Decorative Arts,1800
10.125.3,American Decorative Arts,1675
10.125.4,American Decorative Arts,1697
10.125.5,American Decorative Arts,1660
10.125.9,American Decorative Arts,1675
10.125.10,American Decorative Arts,1675
10.125.684,American Decorative Arts,1680
"14.11.28a, b",American Decorative Arts,1830
14.58.200,American Decorative Arts,1800
34.100.44,American Decorative Arts,1800
"34.100.46a, b",American Decorative Arts,1777
34.100.47,American Decorative Arts,1770
42.149.11,American Decorative Arts,1800
45.78.6,American Decorative Arts,1770
45.78.8,American Decorative Arts,1705
45.167,American Decorative Arts,1797
"47.90.32a, b",American Decorative Arts,1830
"47.90.98a, b",American Decorative Arts,1830
"47.90.100a, b",American Decorative Arts,1830
"47.90.101a, b",American Decorative Arts,1830
"47.90.102a, b",American Decorative Arts,1830
"47.90.104a, b",American Decorative Arts,1830
"47.90.106a, b",American Decorative Arts,1830
"47.90.107a, b",American Decorative Arts,1830
"47.90.108a, b",American Decorative Arts,1830
"47.90.110a, b",American Decorative Arts,1830
48.158.10,American Decorative Arts,1690
66.190.2,American Decorative Arts,1675
1972.237,American Decorative Arts,1735
1980.499.3,American Decorative Arts,1797
34.100.43,American Decorative Arts,1777
"34.100.45a, b",American Decorative Arts,1777
10.125.2,American Decorative Arts,1640
83.2.224,American Decorative Arts,1775
83.2.230,American Decorative Arts,1770
83.2.200,American Decorative Arts,1800
"34.100.30a, b",American Decorative Arts,1775
10.125.680,American Decorative Arts,1660
92.10.7,American Decorative Arts,1859
1974.214.10,American Decorative Arts,1902
"22.186a, b",American Decorative Arts,1905
62.233.20,American Decorative Arts,1907
24.80.522,American Decorative Arts,1820
83.2.123,American Decorative Arts,1822
47.90.115,American Decorative Arts,1830
"50.145.45a, b",American Decorative Arts,1825
"Inst.68.8.15a, b",American Decorative Arts,1820
1982.217.1,American Paintings and Sculpture,1869
"39.43e, f",American Decorative Arts,1800
10.125.599 z(19),American Decorative Arts,1700
1986.450.2,American Decorative Arts,1797
1974.362.3,American Decorative Arts,1830
"69.264.5a, b",American Decorative Arts,1857
25.129.1,American Decorative Arts,1800
25.129.2,American Decorative Arts,1800
25.129.3,American Decorative Arts,1800
25.129.4,American Decorative Arts,1800
25.129.5,American Decorative Arts,1800
25.129.6,American Decorative Arts,1800
25.129.7,American Decorative Arts,1800
25.129.8,American Decorative Arts,1800
25.129.9,American Decorative Arts,1800
66.130a–e,American Decorative Arts,1840
30.120.156,American Decorative Arts,1700
31.127.2,American Decorative Arts,1700
10.149.238,American Decorative Arts,1785
10.149.239,American Decorative Arts,1785
10.149.74,American Decorative Arts,1785
10.149.75,American Decorative Arts,1785
10.149.76,American Decorative Arts,1785
10.149.77,American Decorative Arts,1785
10.149.78,American Decorative Arts,1785
10.149.79,American Decorative Arts,1785
10.149.80,American Decorative Arts,1785
10.149.81,American Decorative Arts,1785
10.149.82,American Decorative Arts,1785
10.149.83,American Decorative Arts,1785
10.149.84,American Decorative Arts,1785
10.149.85,American Decorative Arts,1785
10.149.86,American Decorative Arts,1785
10.149.87,American Decorative Arts,1785
10.149.88,American Decorative Arts,1785
10.149.89,American Decorative Arts,1785
10.149.90,American Decorative Arts,1785
10.149.91,American Decorative Arts,1785
10.149.92,American Decorative Arts,1785
10.149.93,American Decorative Arts,1785
10.149.94,American Decorative Arts,1785
10.149.95,American Decorative Arts,1785
10.149.96,American Decorative Arts,1785
10.149.97,American Decorative Arts,1785
10.149.98,American Decorative Arts,1785
10.149.99,American Decorative Arts,1785
10.149.100,American Decorative Arts,1785
10.149.101,American Decorative Arts,1785
10.149.102,American Decorative Arts,1785
10.149.103,American Decorative Arts,1785
10.149.104,American Decorative Arts,1785
10.149.105,American Decorative Arts,1785
10.149.106,American Decorative Arts,1785
10.149.107,American Decorative Arts,1785
1980.462.1,American Decorative Arts,1870
1980.507,American Decorative Arts,1877
1984.220,American Decorative Arts,1880
1986.241,American Decorative Arts,1847
1978.501.8,American Decorative Arts,1919
1978.501.9,American Decorative Arts,1919
13.223.10,American Decorative Arts,1770
13.223.11,American Decorative Arts,1770
"34.100.32a, b",American Decorative Arts,1787
"34.100.35a, b",American Decorative Arts,1700
"34.100.36a, b",American Decorative Arts,1770
"34.100.37a, b",American Decorative Arts,1777
"34.100.42a, b",American Decorative Arts,1777
"69.198a, b",American Decorative Arts,1820
43.156.12a–c,American Decorative Arts,1905
57.123,American Decorative Arts,1900
53.153.1,American Decorative Arts,1897
53.153.2,American Decorative Arts,1907
67.35.2,American Decorative Arts,1900
39.43b,American Decorative Arts,1800
"77.9a, b",American Decorative Arts,1875
1975.400.1,American Decorative Arts,1900
1975.400.2,American Decorative Arts,1900
67.35.1,American Decorative Arts,1900
1973.130.1a,American Decorative Arts,1897
1973.130.1b,American Decorative Arts,1897
54.202.1,American Decorative Arts,1700
54.202.2,American Decorative Arts,1700
10.122.16,American Decorative Arts,1700
10.60.1,American Decorative Arts,1700
10.60.2,American Decorative Arts,1700
10.60.3,American Decorative Arts,1700
10.60.4,American Decorative Arts,1700
10.60.5,American Decorative Arts,1700
10.60.6,American Decorative Arts,1700
30.44,American Decorative Arts,1750
51.126,American Decorative Arts,1750
62.171.10,American Decorative Arts,1755
10.125.83,American Decorative Arts,1762
"46.140.283a, b",American Decorative Arts,1870
"46.140.384a, b",American Decorative Arts,1885
1981.22.7,American Decorative Arts,1837
1987.242.3,American Decorative Arts,1912
34.100.58,American Decorative Arts,1793
34.100.59,American Decorative Arts,1787
34.100.60,American Decorative Arts,1787
69.194.36,American Decorative Arts,1885
69.194.37,American Decorative Arts,1885
69.194.38,American Decorative Arts,1885
69.194.39,American Decorative Arts,1885
69.194.35,American Decorative Arts,1885
33.120.200,American Decorative Arts,1747
33.120.201,American Decorative Arts,1700
83.2.109,American Decorative Arts,1800
83.2.226,American Decorative Arts,1800
16.116.76,American Decorative Arts,1770
28.20,American Decorative Arts,1786
25.25.29,American Decorative Arts,1830
10.125.635,American Decorative Arts,1800
62.89.25a–c,American Decorative Arts,1700
83.2.47,American Decorative Arts,1800
10.125.168,American Decorative Arts,1679
42.73,American Decorative Arts,1700
64.236,American Decorative Arts,1867
1976.385,American Decorative Arts,1856
"68.69.4a, b",American Decorative Arts,1857
"68.69.5a, b",American Decorative Arts,1857
"68.165.1a, b",American Decorative Arts,1857
1985.116,American Decorative Arts,1874
68.100.1,American Decorative Arts,1863
69.245,American Decorative Arts,1881
58.168.1,American Decorative Arts,1700
58.168.2,American Decorative Arts,1700
"1971.180.139a, b",American Decorative Arts,1775
"1971.180.140a, b",American Decorative Arts,1775
46.140.10,American Decorative Arts,1850
46.140.11,American Decorative Arts,1850
46.140.822,American Decorative Arts,1800
46.140.537,American Decorative Arts,1870
46.140.538,American Decorative Arts,1870
46.140.89,American Decorative Arts,1850
51.171.146,American Decorative Arts,1830
1980.502.69,American Decorative Arts,1815
1980.502.70,American Decorative Arts,1815
1980.502.71,American Decorative Arts,1815
1980.502.73,American Decorative Arts,1815
62.233.9,American Decorative Arts,1907
1974.214.29,American Decorative Arts,1907
1985.40.11,American Decorative Arts,1800
83.2.118,American Decorative Arts,1825
83.2.142,American Decorative Arts,1776
65.140,American Decorative Arts,1929
83.2.285,American Decorative Arts,1776
59.57,American Decorative Arts,1857
83.2.279,American Decorative Arts,1784
83.2.280,American Decorative Arts,1760
83.2.282,American Decorative Arts,1777
83.2.281,American Decorative Arts,1760
83.2.289,American Decorative Arts,1760
06.1334,American Decorative Arts,1830
1984.228,American Decorative Arts,1873
53.179.17a–o,American Decorative Arts,1837
68.177.2,American Decorative Arts,1795
68.177.3,American Decorative Arts,1795
"55.75.3a, b",American Decorative Arts,1800
45.25,American Decorative Arts,1782
50.145.370,American Decorative Arts,1800
53.179.16a–o,American Decorative Arts,1837
67.262.8,American Decorative Arts,1833
61.231.3,American Decorative Arts,1840
55.75.1,American Decorative Arts,1800
55.75.2,American Decorative Arts,1800
46.67.77a–k,American Decorative Arts,1810
46.67.78a–k,American Decorative Arts,1810
50.145.366,American Decorative Arts,1787
50.145.367,American Decorative Arts,1787
50.145.368,American Decorative Arts,1800
50.145.369,American Decorative Arts,1800
54.172.1,American Decorative Arts,1810
54.172.2,American Decorative Arts,1810
67.262.9,American Decorative Arts,1833
67.262.10,American Decorative Arts,1833
69.205.1,American Decorative Arts,1827
69.205.2,American Decorative Arts,1827
1974.214.24,American Decorative Arts,1901
1974.214.25,American Decorative Arts,1901
69.121.1,American Decorative Arts,1880
69.121.2,American Decorative Arts,1880
67.14.1,American Decorative Arts,1800
67.14.2,American Decorative Arts,1800
Inst.68.8.11,American Decorative Arts,1820
"Inst.68.8.10a, b",American Decorative Arts,1820
"34.100.40a, b",American Decorative Arts,1783
"34.100.41a, b",American Decorative Arts,1800
"Inst.68.8.12a, b",American Decorative Arts,1820
24.109.38a–c,American Decorative Arts,1790
10.125.598m,American Decorative Arts,1800
10.125.598o,American Decorative Arts,1700
11.60.129,American Decorative Arts,1770
11.60.130,American Decorative Arts,1770
10.125.434,American Decorative Arts,1700
10.125.149,American Decorative Arts,1795
10.125.433,American Decorative Arts,1700
10.125.436,American Decorative Arts,1700
10.125.631,American Decorative Arts,1700
34.100.17,American Decorative Arts,1722
34.100.18,American Decorative Arts,1700
34.100.194,American Decorative Arts,1700
44.12.13,American Decorative Arts,1730
46.67.120,American Decorative Arts,1797
46.67.121,American Decorative Arts,1797
47.103.10,American Decorative Arts,1700
66.10.20,American Decorative Arts,1800
66.10.21,American Decorative Arts,1800
66.10.29,American Decorative Arts,1800
67.260.2,American Decorative Arts,1750
67.260.6,American Decorative Arts,1775
69.207,American Decorative Arts,1770
1971.180.60,American Decorative Arts,1700
20.110,American Decorative Arts,1732
11.87.78,American Decorative Arts,1797
18.95.4,American Decorative Arts,1800
20.14.7,American Decorative Arts,1700
35.43.1,American Decorative Arts,1647
35.43.2,American Decorative Arts,1647
35.43.3,American Decorative Arts,1647
35.43.4,American Decorative Arts,1647
36.164,American Decorative Arts,1700
37.134.8,American Decorative Arts,1800
41.160.389,American Decorative Arts,1770
41.160.397,American Decorative Arts,1660
41.160.398,American Decorative Arts,1600
41.160.399,American Decorative Arts,1600
41.160.400,American Decorative Arts,1600
41.160.401,American Decorative Arts,1600
41.160.403,American Decorative Arts,1700
41.160.404,American Decorative Arts,1700
46.54,American Decorative Arts,1825
46.140.297,American Decorative Arts,1860
46.140.312,American Decorative Arts,1875
46.140.358,American Decorative Arts,1840
46.140.359,American Decorative Arts,1850
"46.140.733a, b",American Decorative Arts,1880
46.140.780,American Decorative Arts,1850
48.135.61,American Decorative Arts,1737
